	NotOutlier_PAM50_LumA_LumA	NotOutlier_PAM50_LumA_not-LumA	Outliers_PAM50_LumA_LumA	Outliers_PAM50_LumA_not-LumA	fisherp_PAM50_LumA_LumA	fisherp_PAM50_LumA_not-LumA	fisherFDR_PAM50_LumA_not-LumA	fisherFDR_PAM50_LumA_LumA
NP_004738	476.0	1104.0	18.0	39.0	0.8832983023968299			0.9321995413804113
NP_004765	441.0	951.0	16.0	32.0	0.8748038560867936			0.9271757055642734
NP_004808	718.0	1611.0	32.0	44.0	0.043658967602730046			0.17932048539528686
NP_004810	153.0	335.0	12.0	13.0	0.12191082483127974			0.29688910279958586
NP_004822	212.0	459.0	11.0	11.0	0.10151448591094869			0.2740981435436489
NP_004851	138.0	337.0	12.0	18.0	0.218829268804927			0.4060904486062681
NP_004915	238.0	542.0	10.0	19.0	0.6830240234143462			0.7847623557073862
NP_004957	152.0	359.0	8.0	9.0	0.17670956796466852			0.3609708268679981
NP_005057	111.0	266.0	9.0	16.0	0.5023680634925831			0.6472558877343793
NP_005076	468.0	1042.0	26.0	50.0	0.6117098143670876			0.7333476520434481
NP_005110	764.0	1707.0	46.0	101.0	0.9269668887761775			0.9590696381710234
NP_005137	146.0	332.0	8.0	14.0	0.6373848956925103			0.7541336142104454
NP_005144	178.0	445.0	13.0	5.0	0.00020253430245243648			0.009059640176156203
NP_005179	151.0	367.0	13.0	21.0	0.3320397450597703			0.5022626523372475
NP_005244	152.0	342.0	8.0	5.0	0.030109183230852044			0.1332610146698822
NP_005325	164.0	358.0	8.0	15.0	0.819113764600552			0.8956552423003472
NP_005327	224.0	503.0	10.0	19.0	0.6846148584309206			0.7847623557073862
NP_005349	792.0	1802.0	47.0	70.0	0.03159944961159004			0.13857373315908292
NP_005372	362.0	843.0	15.0	23.0	0.21383286929211365			0.4025228786862398
NP_005376	264.0	587.0	14.0	26.0	0.6027986796935787			0.7276206285190167
NP_005383	300.0	662.0	14.0	26.0	0.6049731509914245			0.7284059601357705
NP_005426	531.0	1178.0	15.0	31.0	0.8719972859926144			0.9262548948988215
NP_005474	203.0	477.0	12.0	8.0	0.006255334345825731			0.05276236001360798
NP_005511	131.0	320.0	9.0	12.0	0.2203018424645818			0.406580234355483
NP_005549	271.0	641.0	15.0	5.0	4.765800774497341e-05			0.004556105540419458
NP_005602	300.0	658.0	17.0	25.0	0.23606058838866154			0.42741273200674323
NP_005624	190.0	411.0	14.0	25.0	0.5967899248636107			0.7240243250883399
NP_005641	419.0	994.0	25.0	41.0	0.16955356930759613			0.3554675707413638
NP_005650	126.0	300.0	9.0	7.0	0.04827689452800101			0.18761264702751615
NP_005768	127.0	286.0	11.0	12.0	0.10647764687242434			0.2766104087229284
NP_005830	1125.0	2533.0	104.0	173.0	0.022084835288057728			0.1118597223613993
NP_005839	278.0	625.0	22.0	44.0	0.6800559064539731			0.7847623557073862
NP_005912	172.0	399.0	10.0	12.0	0.15640230002223027			0.3394858243724743
NP_005959	258.0	603.0	15.0	23.0	0.21176579045406252			0.4025228786862398
NP_006022	300.0	680.0	18.0	22.0	0.07984339897035601			0.24782561498591021
NP_006144	120.0	298.0	7.0	4.0	0.018716385932709318			0.09940480528705616
NP_006176	665.0	1569.0	29.0	55.0	0.395463315741288			0.5511121426365472
NP_006188	941.0	2071.0	31.0	66.0	0.9114845542641736			0.9471513411701631
NP_006233	179.0	419.0	14.0	20.0	0.18177373031524852			0.36643857161974025
NP_006280	639.0	1387.0	28.0	33.0	0.02486547664373076			0.11652644936964023
NP_006303	894.0	1976.0	46.0	101.0	1.0			1.0
NP_006319	375.0	884.0	17.0	33.0	0.5307786531037278			0.6678417982122177
NP_006333	142.0	328.0	8.0	8.0	0.10323400697114848			0.27413593336737835
NP_006358	184.0	407.0	14.0	22.0	0.35740859212160475			0.5240530890617395
NP_006378	122.0	293.0	8.0	4.0	0.009505037777893128			0.06884459947693337
NP_006383	183.0	408.0	15.0	20.0	0.18902789937112632			0.37648056624749326
NP_006428	303.0	658.0	13.0	25.0	0.7243604911265181			0.8185444793344578
NP_006460	122.0	295.0	9.0	9.0	0.06944960284094273			0.23053409831924046
NP_006600	230.0	548.0	14.0	16.0	0.06576962990052841			0.22139354290459565
NP_006608	895.0	2168.0	36.0	38.0	0.0006817952771651594			0.012066776741641656
NP_006640	155.0	357.0	11.0	11.0	0.06048072260856632			0.20949119860068627
NP_006653	300.0	648.0	13.0	26.0	0.8610976597023605			0.9221854914269516
NP_006654	492.0	1092.0	16.0	24.0	0.23053084112192535			0.4205868017415279
NP_006700	148.0	327.0	11.0	15.0	0.27917089374485005			0.46209220579737365
NP_006725	247.0	574.0	20.0	22.0	0.024755936234549213			0.11652644936964023
NP_006833	216.0	504.0	13.0	16.0	0.10107535227692735			0.2740981435436489
NP_006843	244.0	547.0	11.0	15.0	0.28094048787429193			0.46209220579737365
NP_008971	59.0	142.0	9.0	10.0	0.12172700744285533			0.29688910279958586
NP_008987	121.0	268.0	10.0	15.0	0.3782592742264222			0.5397257415006791
NP_008998	282.0	628.0	17.0	23.0	0.1626787985886205			0.3456020698904916
NP_009017	92.0	249.0	12.0	2.0	1.2846145993006162e-05			0.0015351144461642366
NP_009057	200.0	454.0	8.0	17.0	0.8289927317371665			0.9005875585690127
NP_009131	885.0	2049.0	52.0	84.0	0.056286670383381435			0.20382597305497216
NP_009160	87.0	225.0	8.0	8.0	0.08573996067416141			0.2593905139382858
NP_009178	480.0	1064.0	24.0	38.0	0.21081200745940576			0.4025228786862398
NP_009298	182.0	407.0	14.0	23.0	0.367268295241025			0.5319825609854847
NP_031370	64.0	151.0	11.0	7.0	0.015289882596564414			0.0925134668500986
NP_031372	134.0	320.0	14.0	14.0	0.03297382513877068			0.13948219837462286
NP_036222	410.0	951.0	20.0	27.0	0.07685687206499696			0.24195103811230947
NP_036252	253.0	580.0	15.0	23.0	0.2802449584729424			0.46209220579737365
NP_036253	355.0	815.0	15.0	23.0	0.2824512870686487			0.46209220579737365
NP_036275	90.0	219.0	8.0	7.0	0.07909161238320507			0.24709667136713742
NP_036288	537.0	1125.0	14.0	24.0	0.5997561937516842			0.7257809129450761
NP_036387	226.0	530.0	15.0	13.0	0.011383798791443973			0.07454049071657834
NP_036424	201.0	464.0	17.0	16.0	0.012611539469478504			0.07982057168872037
NP_036441	401.0	919.0	17.0	15.0	0.010447716088618246			0.0723769317443409
NP_036565	728.0	1623.0	33.0	71.0	0.9137656402631418			0.9474619870841252
NP_036587	201.0	469.0	12.0	21.0	0.44165359166990326			0.5976298334474796
NP_037392	107.0	251.0	8.0	11.0	0.30692962492804254			0.48580251892584214
NP_037418	298.0	666.0	15.0	22.0	0.21162637343069146			0.4025228786862398
NP_037450	504.0	1118.0	27.0	39.0	0.10437811688883443			0.27413593336737835
NP_037524	127.0	294.0	15.0	16.0	0.044377386535382875			0.17976602342299164
NP_054749	295.0	689.0	14.0	21.0	0.26042702393402895			0.4461796324031034
NP_054828	259.0	595.0	18.0	15.0	0.00627683176045528			0.05276236001360798
NP_054878	443.0	951.0	23.0	47.0	0.8955003260211367			0.9366502315932239
NP_055062	236.0	516.0	11.0	22.0	0.8487750798381046			0.9117179509272225
NP_055144	320.0	762.0	23.0	22.0	0.004285976630557823			0.0453693416203285
NP_055160	726.0	1664.0	51.0	81.0	0.052471173405952705			0.19748992825232592
NP_055205	138.0	332.0	10.0	8.0	0.03260766513110305			0.13916485654167196
NP_055315	427.0	991.0	37.0	37.0	0.0006880395867830877			0.012066776741641656
NP_055412	283.0	639.0	14.0	21.0	0.26522613589200916			0.4510294168180187
NP_055427	276.0	612.0	13.0	26.0	0.7280101492865336			0.8207284230164223
NP_055430	173.0	410.0	12.0	16.0	0.14462013104353819			0.3220334811933288
NP_055446	311.0	684.0	17.0	30.0	0.5208053138145232			0.6620876063918673
NP_055456	650.0	1463.0	37.0	49.0	0.023456994514639527			0.11441268753058871
NP_055462	109.0	249.0	11.0	9.0	0.0272684289721261			0.12411295277379293
NP_055475	279.0	665.0	15.0	21.0	0.13803786343194324			0.31570382162903765
NP_055477	147.0	341.0	14.0	21.0	0.25544966529102775			0.43922640291047216
NP_055524	152.0	383.0	15.0	24.0	0.20188171391185			0.3938753438769972
NP_055527	133.0	298.0	12.0	13.0	0.08052289705726001			0.2483222244733567
NP_055542	254.0	589.0	20.0	26.0	0.0703083080016753			0.2317749739641434
NP_055554	751.0	1682.0	46.0	98.0	0.7812905794797548			0.8644835578502842
NP_055565	71.0	180.0	7.0	2.0	0.003687413052416906			0.041966272358459074
NP_055610	150.0	325.0	7.0	13.0	0.807272655678857			0.8850374527855358
NP_055622	91.0	195.0	7.0	1.0	0.0022812697802447263			0.029716523182790947
NP_055625	320.0	711.0	15.0	31.0	0.8709122988611577			0.9262548948988215
NP_055627	816.0	1866.0	42.0	79.0	0.3148140591087473			0.49232853096072704
NP_055642	159.0	405.0	17.0	9.0	0.00021280013514167126			0.009059640176156203
NP_055662	436.0	1008.0	29.0	35.0	0.012691136921219138			0.07982057168872037
NP_055681	998.0	2144.0	29.0	61.0	0.909065231962515			0.9466953831766496
NP_055726	283.0	637.0	21.0	33.0	0.2274826146710624			0.4166156697807197
NP_055750	502.0	1107.0	25.0	28.0	0.0164834310171247			0.0958026992175588
NP_055756	243.0	570.0	17.0	15.0	0.009749172012844974			0.06884459947693337
NP_055799	338.0	801.0	15.0	18.0	0.056209858966610876			0.20382597305497216
NP_055816	654.0	1457.0	52.0	70.0	0.009030711682339789			0.06779310338721951
NP_055820	733.0	1611.0	29.0	42.0	0.09270001263240848			0.2690586306821254
NP_055831	288.0	657.0	17.0	27.0	0.24737674411174265			0.4363324121232952
NP_055863	181.0	419.0	11.0	15.0	0.19696940249056855			0.3874542155987315
NP_055869	227.0	528.0	15.0	24.0	0.28596947682913554			0.46494357117117957
NP_055872	350.0	780.0	17.0	24.0	0.1710323125576735			0.35700194498937965
NP_055880	260.0	589.0	10.0	15.0	0.3793888057410631			0.5397257415006791
NP_055885	695.0	1501.0	64.0	123.0	0.4629759767710573			0.6096488068775906
NP_055888	394.0	880.0	16.0	30.0	0.6269795790360895			0.7455130317891809
NP_055927	511.0	1127.0	24.0	45.0	0.5111129479443386			0.6567526589177254
NP_055962	172.0	366.0	8.0	15.0	0.8207050128191467			0.8956552423003472
NP_055968	273.0	626.0	16.0	21.0	0.10405056133785598			0.27413593336737835
NP_055970	302.0	684.0	20.0	26.0	0.07382573375045633			0.24005918865794643
NP_055972	703.0	1564.0	20.0	33.0	0.29656105546488665			0.47729355054618117
NP_055983	242.0	560.0	16.0	21.0	0.10207001998068935			0.2740981435436489
NP_055987	423.0	1000.0	26.0	25.0	0.001822729413800316			0.025625431170486792
NP_055990	144.0	349.0	8.0	9.0	0.17394881029427095			0.3582258191027658
NP_056056	330.0	780.0	20.0	13.0	0.0003639334622380624			0.010457844125434247
NP_056060	292.0	668.0	20.0	14.0	0.001015170579597181			0.016175051234915083
NP_056067	340.0	763.0	13.0	23.0	0.5828429654803998			0.7125292519172151
NP_056076	58.0	143.0	7.0	2.0	0.004366087268901905			0.0453693416203285
NP_056079	246.0	555.0	13.0	21.0	0.3494015373798563			0.5170710057819545
NP_056123	154.0	381.0	14.0	10.0	0.004852637561792836			0.047337974582387254
NP_056140	236.0	529.0	17.0	29.0	0.4136373670554501			0.5714412180708242
NP_056145	296.0	695.0	15.0	23.0	0.21096639060975042			0.4025228786862398
NP_056154	197.0	458.0	14.0	18.0	0.11677327084874874			0.2937769656089574
NP_056163	150.0	343.0	7.0	5.0	0.05533408494534786			0.20382597305497216
NP_056171	710.0	1565.0	24.0	38.0	0.21389291043160025			0.4025228786862398
NP_056181	90.0	218.0	12.0	20.0	0.31962800725185214			0.49232853096072704
NP_056182	160.0	374.0	10.0	13.0	0.17200186658902494			0.3574647488241475
NP_056193	425.0	917.0	23.0	41.0	0.49341334636803746			0.6374367015241132
NP_056258	161.0	345.0	10.0	16.0	0.5202170528030086			0.6620876063918673
NP_056261	307.0	735.0	16.0	22.0	0.10521109451007163			0.27481367855636196
NP_056262	317.0	713.0	19.0	31.0	0.27766428614367233			0.46209220579737365
NP_056272	391.0	886.0	18.0	21.0	0.051902039022341855			0.19689821152920162
NP_056285	503.0	1112.0	10.0	22.0	1.0			1.0
NP_056345	241.0	543.0	10.0	19.0	0.6844521949199627			0.7847623557073862
NP_056371	767.0	1682.0	45.0	77.0	0.19604387230133294			0.3874542155987315
NP_056390	327.0	739.0	15.0	28.0	0.6136800435510026			0.7333476520434481
NP_056393	190.0	451.0	14.0	13.0	0.018654908773480645			0.09940480528705616
NP_056464	202.0	448.0	11.0	22.0	0.847583041983087			0.9117179509272225
NP_056969	301.0	654.0	20.0	39.0	0.7731471844102193			0.8614553709745568
NP_056986	237.0	543.0	18.0	18.0	0.016635196726061466			0.0958026992175588
NP_056988	301.0	720.0	17.0	29.0	0.32238248993871876			0.49232853096072704
NP_057085	50.0	119.0	10.0	7.0	0.026135828648319398			0.12129054460093856
NP_057114	103.0	225.0	9.0	16.0	0.6585487196730437			0.7719049309469601
NP_057269	212.0	504.0	16.0	16.0	0.018330371614352175			0.09940480528705616
NP_057332	499.0	1119.0	24.0	34.0	0.11153472108962151			0.2881816036802113
NP_057336	189.0	440.0	11.0	19.0	0.4239473810581971			0.5789909947023378
NP_057377	317.0	727.0	23.0	25.0	0.01577816055300284			0.09427450930419198
NP_057404	450.0	1038.0	20.0	42.0	0.7781479607873341			0.8641246421339344
NP_057417	3373.0	7505.0	243.0	426.0	0.0045642481886223295			0.04545230487836403
NP_057427	300.0	756.0	28.0	10.0	1.917562002930371e-08			9.165946374007175e-06
NP_057562	293.0	666.0	21.0	37.0	0.381210331398415			0.5404526452623268
NP_057572	182.0	396.0	15.0	32.0	1.0			1.0
NP_057591	472.0	1101.0	32.0	34.0	0.0024568065686704924			0.030904040521697245
NP_057671	75.0	187.0	16.0	10.0	0.0013809329200650073			0.021293094702937856
NP_058632	124.0	277.0	9.0	12.0	0.3342534310989689			0.5040162147170572
NP_059995	129.0	323.0	8.0	7.0	0.046463212646782576			0.18507846370968392
NP_060072	115.0	251.0	10.0	12.0	0.2386405628168943			0.42921594463058166
NP_060110	429.0	961.0	19.0	34.0	0.4513510821780554			0.6008301021588192
NP_060130	182.0	422.0	12.0	21.0	0.44259615280420034			0.5976298334474796
NP_060254	229.0	479.0	12.0	20.0	0.5653064081442418			0.6946438639921532
NP_060404	201.0	451.0	12.0	14.0	0.12961900618708622			0.30672220275954065
NP_060418	145.0	320.0	12.0	13.0	0.12109554588718459			0.29688910279958586
NP_060439	346.0	822.0	36.0	41.0	0.002154438594139439			0.029423475657104337
NP_060493	217.0	475.0	16.0	19.0	0.09382117765139095			0.2690586306821254
NP_060498	252.0	565.0	14.0	21.0	0.26621532491125066			0.4510294168180187
NP_060537	659.0	1483.0	41.0	76.0	0.35555566611735845			0.5229403335510687
NP_060621	454.0	1079.0	32.0	31.0	0.0006697674697374116			0.012066776741641656
NP_060649	292.0	664.0	24.0	29.0	0.03226179350567441			0.13916485654167196
NP_060679	287.0	630.0	11.0	18.0	0.4257390158680367			0.5797813378487794
NP_060700	157.0	355.0	8.0	13.0	0.476061211704771			0.620047027778966
NP_060719	127.0	307.0	9.0	7.0	0.027522956054439437			0.12411295277379293
NP_060733	309.0	661.0	21.0	41.0	0.7791584116312253			0.8641246421339344
NP_060783	294.0	665.0	16.0	32.0	0.7489078268834194			0.8363970589959684
NP_060823	166.0	409.0	12.0	4.0	0.00022743866551019757			0.009059640176156203
NP_060880	86.0	226.0	8.0	1.0	0.00029569666480552576			0.01009592898407438
NP_060952	269.0	581.0	14.0	30.0	1.0			1.0
NP_060959	140.0	291.0	7.0	12.0	0.8031225675363004			0.8825116949019577
NP_061155	213.0	484.0	14.0	18.0	0.12149353572369749			0.29688910279958586
NP_061173	380.0	863.0	27.0	35.0	0.03536604219017535			0.14699972319046797
NP_061174	261.0	586.0	9.0	10.0	0.13636212274025072			0.3144171440113445
NP_061322	413.0	942.0	27.0	54.0	0.620037774005496			0.739097396445454
NP_061330	229.0	508.0	12.0	13.0	0.08223922467023662			0.2503843910342236
NP_061830	180.0	409.0	14.0	15.0	0.06299960361997418			0.21509864664534045
NP_061936	336.0	780.0	19.0	24.0	0.06254782003771542			0.21509250343905015
NP_062552	235.0	538.0	22.0	35.0	0.2344300264668281			0.42607434468115524
NP_062565	428.0	987.0	28.0	21.0	0.00013112827116003577			0.008954187659213872
NP_062817	377.0	930.0	26.0	22.0	0.00032923558340479397			0.010457844125434247
NP_064578	218.0	500.0	11.0	14.0	0.18469099441823994			0.3693819888364799
NP_065069	226.0	513.0	13.0	15.0	0.09505481444354227			0.2690586306821254
NP_065741	198.0	454.0	12.0	14.0	0.1275023447663412			0.3047306039915555
NP_065749	44.0	131.0	11.0	9.0	0.008109958440794596			0.06252516346290027
NP_065770	460.0	1049.0	25.0	36.0	0.09017132492094093			0.2677136230572035
NP_065813	183.0	403.0	12.0	16.0	0.21474009031196417			0.4025324045847799
NP_065816	274.0	618.0	16.0	35.0	1.0			1.0
NP_065823	260.0	597.0	16.0	25.0	0.29785402105961345			0.47776584586072224
NP_065859	357.0	835.0	13.0	19.0	0.24064827021128846			0.42921594463058166
NP_065875	487.0	1073.0	25.0	32.0	0.058329082263639184			0.20482363465086145
NP_065883	479.0	1102.0	32.0	46.0	0.05863586326662067			0.20482363465086145
NP_065897	348.0	759.0	15.0	29.0	0.7415221897639577			0.8300880719137512
NP_065905	243.0	556.0	13.0	15.0	0.09425883238513674			0.2690586306821254
NP_065939	755.0	1649.0	34.0	67.0	0.6620941876323297			0.7719049309469601
NP_065953	643.0	1398.0	22.0	38.0	0.40035390335441645			0.5563057145447996
NP_065970	158.0	348.0	7.0	15.0	1.0			1.0
NP_065997	204.0	439.0	14.0	23.0	0.47019316400351835			0.6157598147772103
NP_066576	181.0	402.0	11.0	18.0	0.42017844412195077			0.5760116387715811
NP_067051	421.0	955.0	33.0	50.0	0.08761668484090757			0.26340110285505547
NP_067643	439.0	1008.0	19.0	35.0	0.4537649934714095			0.6008301021588192
NP_067652	128.0	273.0	10.0	15.0	0.388411304492662			0.5444592479398606
NP_068506	672.0	1505.0	21.0	45.0	0.892672040827867			0.9357395515695623
NP_071349	216.0	486.0	14.0	23.0	0.3667334650888364			0.5319825609854847
NP_071918	233.0	567.0	21.0	17.0	0.0016677704064207407			0.024912320445909814
NP_071934	294.0	659.0	14.0	17.0	0.11401832309524532			0.293014830320039
NP_072096	221.0	493.0	8.0	14.0	0.6414559274440248			0.7570763785635651
NP_073153	148.0	358.0	10.0	11.0	0.08840302979386838			0.2641040515091818
NP_073557	143.0	331.0	11.0	13.0	0.11594512629065738			0.2937769656089574
NP_073568	355.0	791.0	24.0	46.0	0.595386789070711			0.7240243250883399
NP_073589	74.0	183.0	10.0	13.0	0.15713961432926093			0.3394858243724743
NP_073605	310.0	677.0	27.0	50.0	0.5257227107060964			0.6648064566938907
NP_073606	259.0	575.0	8.0	17.0	1.0			1.0
NP_073613	167.0	343.0	11.0	19.0	0.691082484839216			0.7865176851265363
NP_073733	209.0	486.0	13.0	14.0	0.055635560888608625			0.20382597305497216
NP_073744	263.0	597.0	10.0	15.0	0.3791928472917488			0.5397257415006791
NP_075385	321.0	723.0	28.0	29.0	0.00518990568844899			0.04864264547212975
NP_077003	237.0	567.0	22.0	22.0	0.0064848426151485495			0.05318984075665162
NP_077740	77.0	191.0	7.0	3.0	0.009793792394208096			0.06884459947693337
NP_078772	297.0	660.0	20.0	42.0	0.8875659537370529			0.93243192502486
NP_078811	145.0	337.0	7.0	8.0	0.2524744161929649			0.4368938520569703
NP_078824	118.0	268.0	7.0	11.0	0.44458390988286156			0.5986228420394587
NP_079066	137.0	325.0	10.0	7.0	0.01522713099747107			0.0925134668500986
NP_079410	130.0	298.0	18.0	18.0	0.024000536080082777			0.11472256246279568
NP_079477	143.0	333.0	9.0	11.0	0.2134605897856135			0.4025228786862398
NP_079524	482.0	991.0	18.0	30.0	0.5327731152068638			0.6684135146164852
NP_079527	206.0	464.0	16.0	15.0	0.018085010343740607			0.09940480528705616
NP_109590	334.0	750.0	18.0	30.0	0.3408674422376916			0.5109923067877364
NP_110394	259.0	631.0	13.0	18.0	0.15908959133772854			0.3394858243724743
NP_112179	190.0	463.0	13.0	22.0	0.34212661469279415			0.5109923067877364
NP_112197	240.0	544.0	14.0	23.0	0.36557564002327936			0.5319825609854847
NP_112223	123.0	287.0	8.0	14.0	0.6342163248701518			0.7522466582827111
NP_112533	284.0	640.0	11.0	15.0	0.2052267509160055			0.39877393064166927
NP_112553	154.0	349.0	10.0	13.0	0.24839937913359406			0.4365253795068307
NP_112604	158.0	370.0	19.0	27.0	0.1332713465880385			0.3122730572013843
NP_113584	818.0	1804.0	45.0	82.0	0.3280368045500998			0.4993218391306175
NP_115593	379.0	862.0	27.0	33.0	0.02220225176811215			0.1118597223613993
NP_115754	161.0	407.0	15.0	11.0	0.003219265500992232			0.03753192462132407
NP_115820	182.0	423.0	16.0	21.0	0.10060596049342695			0.2740981435436489
NP_115941	220.0	511.0	10.0	11.0	0.09553637912628243			0.2690586306821254
NP_116020	189.0	439.0	12.0	13.0	0.075355832349773			0.24177679699978927
NP_116021	136.0	317.0	8.0	4.0	0.010742864792357979			0.07241882088528961
NP_116114	344.0	743.0	36.0	57.0	0.16656625875029885			0.3507430470601007
NP_116165	241.0	564.0	21.0	26.0	0.04953782072451693			0.19096030892192814
NP_116204	167.0	387.0	9.0	9.0	0.1155574958806021			0.2937769656089574
NP_150241	458.0	1041.0	22.0	46.0	0.788199247889157			0.868437318268075
NP_203744	302.0	746.0	25.0	19.0	0.0001614304113005608			0.009059640176156203
NP_203752	307.0	721.0	15.0	14.0	0.022231534778939188			0.1118597223613993
NP_203754	1765.0	3948.0	58.0	127.0	0.9355901648573037			0.9659008613429615
NP_277052	429.0	985.0	20.0	45.0	1.0			1.0
NP_361013	424.0	925.0	15.0	27.0	0.6133490479084387			0.7333476520434481
NP_387505	167.0	391.0	11.0	11.0	0.05831007718775486			0.20482363465086145
NP_443094	345.0	828.0	28.0	31.0	0.0053068879857988225			0.048782547254073785
NP_444271	170.0	385.0	14.0	28.0	0.7303010341285383			0.8213738689728031
NP_476510	295.0	684.0	20.0	25.0	0.04782552555379072			0.1873819771697702
NP_510880	465.0	1128.0	30.0	36.0	0.005980322504018584			0.05276236001360798
NP_542194	235.0	532.0	15.0	25.0	0.3821610755202227			0.5404526452623268
NP_542417	716.0	1622.0	39.0	60.0	0.07536557061290503			0.24177679699978927
NP_570613	173.0	400.0	14.0	18.0	0.11744188602450989			0.29391215455348546
NP_570899	220.0	511.0	12.0	19.0	0.3220238106997717			0.49232853096072704
NP_579889	77.0	209.0	9.0	6.0	0.014720422687749146			0.09138132525641678
NP_597677	494.0	1070.0	27.0	48.0	0.4468605268613706			0.5999981231453235
NP_612142	226.0	533.0	16.0	22.0	0.14649587456952243			0.3220334811933288
NP_620147	254.0	586.0	22.0	24.0	0.020857661316357686			0.1083691533610758
NP_620305	497.0	1132.0	27.0	46.0	0.24518956749930831			0.43569001213631736
NP_660095	128.0	274.0	9.0	9.0	0.12532122481554192			0.30132338490082966
NP_663719	343.0	776.0	17.0	26.0	0.23984944935051808			0.42921594463058166
NP_680780	332.0	751.0	21.0	35.0	0.30039095830826074			0.4798433087939394
NP_689449	333.0	742.0	15.0	15.0	0.043892252701356826			0.17932048539528686
NP_689472	79.0	248.0	7.0	0.0	6.221901827747413e-05			0.0049567817894387725
NP_689749	277.0	637.0	11.0	16.0	0.2891017278940373			0.4684427997740673
NP_689969	310.0	695.0	15.0	31.0	0.8705271895452918			0.9262548948988215
NP_694574	138.0	343.0	10.0	12.0	0.09854258485691078			0.27385671838141484
NP_694988	169.0	374.0	12.0	12.0	0.07137426529130503			0.2336773891044096
NP_695012	230.0	535.0	11.0	15.0	0.19634356520491653			0.3874542155987315
NP_733793	337.0	724.0	15.0	25.0	0.49023712211746706			0.635049713745662
NP_775837	101.0	245.0	15.0	8.0	0.0007253912845729626			0.012066776741641656
NP_778228	405.0	878.0	19.0	29.0	0.26957997433390357			0.4537296751112884
NP_821133	189.0	424.0	8.0	17.0	1.0			1.0
NP_848927	265.0	592.0	13.0	22.0	0.4584499299446608			0.6053565373302426
NP_872363	549.0	1245.0	29.0	30.0	0.003907913689135052			0.04344145914898965
NP_891847	110.0	241.0	12.0	15.0	0.19926304727685556			0.39035957622269246
NP_892017	392.0	877.0	22.0	36.0	0.25058207728807125			0.4368938520569703
NP_898868	471.0	1038.0	23.0	45.0	0.6887616601168445			0.7857471922096698
NP_909122	142.0	334.0	13.0	23.0	0.45368126169758727			0.6008301021588192
NP_919254	347.0	746.0	15.0	32.0	1.0			1.0
NP_940890	667.0	1547.0	36.0	35.0	0.0003719316948376197			0.010457844125434247
NP_958431	416.0	939.0	16.0	18.0	0.058704681897841046			0.20482363465086145
NP_976226	234.0	530.0	14.0	18.0	0.12235806119564521			0.29688910279958586
NP_976324	307.0	697.0	16.0	36.0	1.0			1.0
NP_982261	303.0	683.0	10.0	13.0	0.2525728772906678			0.4368938520569703
NP_982284	371.0	902.0	15.0	15.0	0.02382061038394872			0.11472256246279568
NP_997226	159.0	392.0	13.0	7.0	0.001760737594970916			0.025504017284730236
NP_998754	418.0	931.0	16.0	23.0	0.21918689485442922			0.4060904486062681
XP_003846661	414.0	915.0	18.0	38.0	0.8834443352412684			0.9321995413804113
